Subject,Accuracy,Treatment Condition,Age Group
78,1,Control,Younger
78,1,Treatment,Younger
78,1,Control,Younger
78,1,Treatment,Younger
78,1,Treatment,Younger
78,1,Control,Younger
78,1,Treatment,Younger
78,1,Treatment,Younger
78,1,Treatment,Younger
78,1,Control,Younger
78,1,Control,Younger
78,1,Treatment,Younger
78,1,Control,Younger
78,1,Control,Younger
78,1,Treatment,Younger
78,1,Treatment,Younger
78,1,Control,Younger
79,1,Treatment,Younger
79,1,Control,Younger
79,1,Control,Younger
79,1,Treatment,Younger
79,1,Treatment,Younger
79,1,Treatment,Younger
79,1,Treatment,Younger
79,1,Control,Younger
79,1,Treatment,Younger
79,1,Control,Younger
79,1,Treatment,Younger
79,1,Treatment,Younger
79,1,Control,Younger
79,1,Control,Younger
79,1,Treatment,Younger
79,1,Control,Younger
79,1,Treatment,Younger
79,0,Treatment,Younger
79,1,Treatment,Younger
79,1,Control,Younger
79,1,Control,Younger
79,1,Treatment,Younger
79,1,Control,Younger
79,1,Treatment,Younger
79,1,Control,Younger
79,1,Treatment,Younger
79,1,Control,Younger
79,1,Control,Younger
79,1,Control,Younger
79,1,Treatment,Younger
79,1,Control,Younger
79,1,Treatment,Younger
79,1,Control,Younger
79,1,Treatment,Younger
79,1,Control,Younger
79,1,Treatment,Younger
79,1,Treatment,Younger
79,1,Treatment,Younger
79,1,Treatment,Younger
79,1,Treatment,Younger
79,1,Control,Younger
79,1,Control,Younger
79,1,Treatment,Younger
79,1,Control,Younger
79,1,Control,Younger
79,1,Control,Younger
79,1,Treatment,Younger
79,1,Control,Younger
79,1,Treatment,Younger
79,1,Control,Younger
79,1,Control,Younger
79,1,Treatment,Younger
79,1,Control,Younger
79,1,Treatment,Younger
79,1,Control,Younger
79,1,Treatment,Younger
79,1,Treatment,Younger
79,1,Control,Younger
79,1,Treatment,Younger
79,1,Control,Younger
79,1,Control,Younger
79,1,Control,Younger
79,1,Treatment,Younger
79,1,Control,Younger
80,1,Treatment,Younger
80,0,Control,Younger
80,1,Control,Younger
80,0,Treatment,Younger
80,0,Control,Younger
80,1,Treatment,Younger
80,1,Treatment,Younger
80,1,Control,Younger
80,1,Treatment,Younger
80,1,Control,Younger
80,1,Control,Younger
80,1,Control,Younger
80,1,Control,Younger
80,1,Treatment,Younger
80,0,Treatment,Younger
80,1,Control,Younger
80,1,Control,Younger
80,1,Control,Younger
80,1,Treatment,Younger
80,1,Control,Younger
80,0,Treatment,Younger
80,0,Control,Younger
80,1,Treatment,Younger
80,1,Control,Younger
80,1,Control,Younger
80,1,Control,Younger
80,0,Treatment,Younger
80,1,Treatment,Younger
80,0,Control,Younger
80,1,Control,Younger
80,1,Control,Younger
80,1,Treatment,Younger
80,1,Treatment,Younger
80,0,Control,Younger
80,1,Treatment,Younger
80,1,Treatment,Younger
80,1,Control,Younger
80,1,Treatment,Younger
80,1,Control,Younger
80,1,Treatment,Younger
80,1,Treatment,Younger
80,1,Control,Younger
80,1,Treatment,Younger
80,1,Treatment,Younger
80,1,Treatment,Younger
80,1,Treatment,Younger
80,1,Treatment,Younger
80,1,Treatment,Younger
80,0,Treatment,Younger
80,0,Control,Younger
80,0,Control,Younger
80,1,Control,Younger
80,1,Treatment,Younger
80,1,Treatment,Younger
80,0,Control,Younger
80,1,Control,Younger
80,1,Control,Younger
80,1,Treatment,Younger
80,1,Control,Younger
80,1,Treatment,Younger
80,1,Control,Younger
80,1,Treatment,Younger
80,1,Treatment,Younger
80,0,Control,Younger
81,0,Control,Younger
81,0,Control,Younger
81,0,Control,Younger
81,0,Treatment,Younger
81,0,Treatment,Younger
81,1,Treatment,Younger
81,1,Treatment,Younger
81,1,Control,Younger
81,1,Control,Younger
81,0,Control,Younger
81,0,Control,Younger
81,0,Control,Younger
81,0,Treatment,Younger
81,1,Treatment,Younger
81,1,Treatment,Younger
81,1,Treatment,Younger
81,0,Treatment,Younger
81,1,Treatment,Younger
81,1,Control,Younger
81,1,Treatment,Younger
81,1,Control,Younger
81,1,Treatment,Younger
81,0,Control,Younger
81,0,Control,Younger
81,1,Control,Younger
81,0,Treatment,Younger
81,1,Treatment,Younger
81,0,Control,Younger
81,0,Control,Younger
81,1,Treatment,Younger
81,0,Control,Younger
81,1,Treatment,Younger
81,1,Treatment,Younger
81,1,Control,Younger
81,1,Treatment,Younger
81,1,Control,Younger
81,1,Control,Younger
81,1,Treatment,Younger
81,1,Treatment,Younger
81,1,Treatment,Younger
81,1,Treatment,Younger
81,1,Control,Younger
81,0,Control,Younger
81,0,Control,Younger
81,1,Control,Younger
81,1,Control,Younger
81,1,Treatment,Younger
81,1,Treatment,Younger
81,1,Control,Younger
81,1,Control,Younger
81,1,Control,Younger
81,1,Control,Younger
81,1,Control,Younger
81,1,Treatment,Younger
81,1,Control,Younger
81,1,Control,Younger
81,0,Treatment,Younger
81,0,Treatment,Younger
81,1,Treatment,Younger
81,0,Treatment,Younger
81,1,Treatment,Younger
81,1,Control,Younger
81,1,Treatment,Younger
81,1,Treatment,Younger
82,1,Treatment,Younger
82,0,Control,Younger
82,1,Control,Younger
82,1,Treatment,Younger
82,1,Control,Younger
82,1,Treatment,Younger
82,1,Control,Younger
82,1,Control,Younger
82,1,Control,Younger
82,0,Control,Younger
82,1,Control,Younger
82,1,Treatment,Younger
82,0,Control,Younger
82,1,Treatment,Younger
82,1,Control,Younger
82,1,Control,Younger
82,1,Control,Younger
82,1,Treatment,Younger
82,1,Treatment,Younger
82,1,Control,Younger
82,1,Treatment,Younger
82,1,Control,Younger
82,1,Treatment,Younger
82,1,Treatment,Younger
82,1,Treatment,Younger
82,1,Treatment,Younger
82,0,Treatment,Younger
82,1,Treatment,Younger
82,1,Treatment,Younger
82,1,Treatment,Younger
82,1,Control,Younger
82,1,Treatment,Younger
82,1,Treatment,Younger
82,1,Control,Younger
82,1,Control,Younger
82,1,Control,Younger
82,1,Treatment,Younger
82,0,Treatment,Younger
82,1,Treatment,Younger
82,1,Control,Younger
82,1,Treatment,Younger
82,1,Control,Younger
82,1,Control,Younger
82,1,Treatment,Younger
82,1,Treatment,Younger
82,1,Treatment,Younger
82,1,Control,Younger
82,1,Treatment,Younger
82,1,Treatment,Younger
82,1,Control,Younger
82,1,Control,Younger
82,1,Treatment,Younger
82,1,Control,Younger
82,1,Treatment,Younger
82,1,Control,Younger
82,1,Treatment,Younger
82,1,Control,Younger
82,1,Control,Younger
82,1,Control,Younger
82,1,Control,Younger
82,1,Treatment,Younger
82,1,Control,Younger
82,1,Control,Younger
82,1,Treatment,Younger
83,1,Treatment,Younger
83,1,Control,Younger
83,1,Control,Younger
83,1,Treatment,Younger
83,1,Control,Younger
83,1,Control,Younger
83,1,Control,Younger
83,1,Control,Younger
83,1,Control,Younger
83,1,Treatment,Younger
83,1,Control,Younger
83,1,Treatment,Younger
83,1,Treatment,Younger
83,1,Control,Younger
83,1,Control,Younger
83,1,Treatment,Younger
83,1,Control,Younger
83,1,Treatment,Younger
83,1,Treatment,Younger
83,1,Treatment,Younger
83,1,Treatment,Younger
83,1,Control,Younger
83,1,Control,Younger
83,1,Treatment,Younger
83,1,Treatment,Younger
83,1,Treatment,Younger
83,1,Treatment,Younger
83,1,Control,Younger
83,1,Treatment,Younger
83,1,Treatment,Younger
83,1,Treatment,Younger
83,1,Control,Younger
83,1,Control,Younger
83,1,Control,Younger
83,1,Control,Younger
83,1,Treatment,Younger
83,1,Treatment,Younger
83,1,Treatment,Younger
83,1,Control,Younger
83,1,Treatment,Younger
83,1,Treatment,Younger
83,1,Control,Younger
83,1,Treatment,Younger
83,1,Control,Younger
83,1,Control,Younger
83,1,Control,Younger
83,1,Control,Younger
83,1,Control,Younger
83,0,Treatment,Younger
83,1,Control,Younger
83,1,Treatment,Younger
83,1,Treatment,Younger
83,1,Treatment,Younger
83,1,Control,Younger
83,1,Treatment,Younger
83,1,Control,Younger
83,1,Control,Younger
83,1,Control,Younger
83,1,Treatment,Younger
83,1,Treatment,Younger
83,1,Treatment,Younger
83,1,Control,Younger
83,1,Treatment,Younger
83,1,Control,Younger
84,1,Treatment,Younger
84,1,Control,Younger
84,0,Control,Younger
84,1,Treatment,Younger
84,1,Control,Younger
84,1,Treatment,Younger
84,1,Control,Younger
84,1,Control,Younger
84,1,Treatment,Younger
84,1,Treatment,Younger
84,0,Control,Younger
84,1,Control,Younger
84,1,Control,Younger
84,1,Treatment,Younger
84,1,Control,Younger
84,1,Control,Younger
84,0,Treatment,Younger
84,1,Control,Younger
84,1,Treatment,Younger
84,0,Treatment,Younger
84,1,Control,Younger
84,1,Control,Younger
84,1,Treatment,Younger
84,1,Treatment,Younger
84,1,Control,Younger
84,0,Treatment,Younger
84,1,Treatment,Younger
84,1,Control,Younger
84,1,Control,Younger
84,1,Treatment,Younger
84,1,Treatment,Younger
84,1,Control,Younger
84,1,Control,Younger
84,1,Treatment,Younger
84,1,Treatment,Younger
84,1,Treatment,Younger
84,1,Treatment,Younger
84,1,Treatment,Younger
84,1,Control,Younger
84,1,Treatment,Younger
84,1,Control,Younger
84,1,Treatment,Younger
84,1,Treatment,Younger
84,1,Treatment,Younger
84,1,Treatment,Younger
84,0,Treatment,Younger
84,0,Control,Younger
84,1,Control,Younger
84,0,Treatment,Younger
84,1,Control,Younger
84,1,Control,Younger
84,1,Control,Younger
84,1,Control,Younger
84,1,Control,Younger
84,1,Control,Younger
84,1,Treatment,Younger
84,1,Control,Younger
84,1,Control,Younger
84,1,Treatment,Younger
84,1,Treatment,Younger
84,1,Treatment,Younger
84,1,Treatment,Younger
84,1,Control,Younger
84,1,Control,Younger
85,1,Control,Younger
85,1,Treatment,Younger
85,1,Treatment,Younger
85,1,Control,Younger
85,1,Treatment,Younger
85,1,Treatment,Younger
85,1,Control,Younger
85,1,Control,Younger
85,1,Treatment,Younger
85,1,Treatment,Younger
85,0,Treatment,Younger
85,1,Control,Younger
85,1,Control,Younger
85,1,Control,Younger
85,1,Treatment,Younger
85,1,Treatment,Younger
85,1,Treatment,Younger
85,1,Treatment,Younger
85,1,Treatment,Younger
85,1,Control,Younger
85,1,Control,Younger
85,1,Treatment,Younger
85,1,Control,Younger
85,1,Treatment,Younger
85,1,Control,Younger
85,1,Treatment,Younger
85,1,Control,Younger
85,1,Control,Younger
85,1,Control,Younger
85,1,Treatment,Younger
85,1,Treatment,Younger
85,1,Treatment,Younger
85,1,Control,Younger
85,1,Control,Younger
85,1,Control,Younger
85,1,Control,Younger
85,1,Control,Younger
85,1,Treatment,Younger
85,1,Treatment,Younger
85,1,Control,Younger
85,1,Control,Younger
85,1,Treatment,Younger
85,1,Treatment,Younger
85,1,Treatment,Younger
85,1,Treatment,Younger
85,1,Control,Younger
85,1,Control,Younger
85,1,Treatment,Younger
85,1,Treatment,Younger
85,1,Treatment,Younger
85,1,Treatment,Younger
85,1,Control,Younger
85,1,Control,Younger
85,1,Control,Younger
85,1,Control,Younger
85,1,Treatment,Younger
85,1,Treatment,Younger
85,1,Treatment,Younger
85,1,Control,Younger
85,1,Treatment,Younger
85,1,Control,Younger
85,1,Control,Younger
85,1,Control,Younger
85,0,Control,Younger
86,0,Control,Younger
86,1,Control,Younger
86,1,Treatment,Younger
86,1,Treatment,Younger
86,1,Control,Younger
86,1,Treatment,Younger
86,1,Control,Younger
86,1,Control,Younger
86,1,Control,Younger
86,1,Control,Younger
86,0,Control,Younger
86,1,Control,Younger
86,0,Control,Younger
86,1,Control,Younger
86,1,Treatment,Younger
86,1,Control,Younger
86,1,Treatment,Younger
86,1,Control,Younger
86,1,Control,Younger
86,1,Treatment,Younger
86,1,Treatment,Younger
86,1,Treatment,Younger
86,0,Treatment,Younger
86,1,Control,Younger
86,1,Control,Younger
86,1,Treatment,Younger
86,1,Treatment,Younger
86,1,Control,Younger
86,1,Treatment,Younger
86,1,Control,Younger
86,1,Treatment,Younger
86,1,Control,Younger
86,1,Treatment,Younger
86,1,Control,Younger
86,1,Treatment,Younger
86,1,Treatment,Younger
86,1,Treatment,Younger
86,1,Treatment,Younger
86,1,Control,Younger
86,1,Control,Younger
86,1,Treatment,Younger
86,1,Control,Younger
86,0,Control,Younger
86,1,Treatment,Younger
86,1,Treatment,Younger
86,1,Treatment,Younger
86,1,Control,Younger
86,1,Control,Younger
86,1,Treatment,Younger
86,1,Control,Younger
86,1,Control,Younger
86,1,Treatment,Younger
86,1,Treatment,Younger
86,1,Treatment,Younger
86,1,Treatment,Younger
86,1,Control,Younger
86,1,Treatment,Younger
86,1,Control,Younger
86,1,Control,Younger
86,1,Treatment,Younger
86,1,Treatment,Younger
86,1,Control,Younger
86,1,Treatment,Younger
86,1,Treatment,Younger
87,1,Treatment,Younger
87,0,Treatment,Younger
87,1,Treatment,Younger
87,0,Control,Younger
87,0,Treatment,Younger
87,1,Control,Younger
87,1,Treatment,Younger
87,1,Control,Younger
87,0,Control,Younger
87,1,Control,Younger
87,1,Control,Younger
87,1,Control,Younger
87,1,Treatment,Younger
87,1,Control,Younger
87,1,Control,Younger
87,1,Control,Younger
87,1,Treatment,Younger
87,1,Control,Younger
87,1,Treatment,Younger
87,1,Control,Younger
87,1,Treatment,Younger
87,1,Treatment,Younger
87,1,Treatment,Younger
87,1,Treatment,Younger
87,1,Control,Younger
87,1,Control,Younger
87,1,Treatment,Younger
87,1,Control,Younger
87,1,Control,Younger
87,0,Control,Younger
87,0,Treatment,Younger
87,0,Treatment,Younger
87,1,Treatment,Younger
87,1,Treatment,Younger
87,1,Treatment,Younger
87,1,Control,Younger
87,1,Treatment,Younger
87,0,Control,Younger
87,1,Control,Younger
87,1,Treatment,Younger
87,1,Treatment,Younger
87,1,Treatment,Younger
87,0,Control,Younger
87,0,Control,Younger
87,1,Treatment,Younger
87,1,Control,Younger
87,1,Treatment,Younger
87,1,Control,Younger
87,0,Treatment,Younger
87,0,Control,Younger
87,1,Control,Younger
87,1,Control,Younger
87,1,Control,Younger
87,1,Treatment,Younger
87,1,Treatment,Younger
87,1,Control,Younger
87,1,Treatment,Younger
87,1,Control,Younger
87,0,Treatment,Younger
87,0,Treatment,Younger
87,1,Treatment,Younger
87,1,Control,Younger
87,1,Treatment,Younger
87,0,Control,Younger
88,1,Treatment,Younger
88,1,Treatment,Younger
88,1,Control,Younger
88,1,Treatment,Younger
88,1,Control,Younger
88,1,Control,Younger
88,1,Control,Younger
88,1,Control,Younger
88,1,Treatment,Younger
88,1,Control,Younger
88,1,Control,Younger
88,1,Treatment,Younger
88,0,Control,Younger
88,1,Control,Younger
88,1,Control,Younger
88,1,Control,Younger
88,1,Control,Younger
88,1,Control,Younger
88,1,Control,Younger
88,1,Treatment,Younger
88,1,Treatment,Younger
88,0,Treatment,Younger
88,1,Control,Younger
88,1,Treatment,Younger
88,1,Treatment,Younger
88,1,Treatment,Younger
88,1,Control,Younger
88,1,Treatment,Younger
88,1,Treatment,Younger
88,1,Treatment,Younger
88,1,Treatment,Younger
88,1,Control,Younger
88,1,Control,Younger
88,1,Control,Younger
88,1,Treatment,Younger
88,1,Treatment,Younger
88,1,Control,Younger
88,1,Treatment,Younger
88,1,Control,Younger
88,1,Control,Younger
88,1,Treatment,Younger
88,1,Treatment,Younger
88,1,Treatment,Younger
88,1,Control,Younger
88,1,Control,Younger
88,1,Control,Younger
88,1,Treatment,Younger
88,1,Treatment,Younger
88,1,Control,Younger
88,1,Treatment,Younger
88,1,Treatment,Younger
88,1,Treatment,Younger
88,1,Treatment,Younger
88,1,Control,Younger
88,1,Control,Younger
88,1,Treatment,Younger
88,0,Treatment,Younger
88,1,Control,Younger
88,1,Control,Younger
88,1,Treatment,Younger
88,1,Control,Younger
88,1,Treatment,Younger
88,1,Treatment,Younger
88,1,Control,Younger
89,1,Treatment,Younger
89,0,Control,Younger
89,0,Control,Younger
89,0,Control,Younger
89,0,Treatment,Younger
89,0,Control,Younger
89,1,Control,Younger
89,1,Control,Younger
89,0,Treatment,Younger
89,0,Control,Younger
89,1,Treatment,Younger
89,0,Treatment,Younger
89,1,Control,Younger
89,1,Treatment,Younger
89,1,Treatment,Younger
89,1,Treatment,Younger
89,0,Control,Younger
89,1,Treatment,Younger
89,0,Treatment,Younger
89,1,Control,Younger
89,1,Control,Younger
89,1,Control,Younger
89,1,Control,Younger
89,1,Control,Younger
89,1,Control,Younger
89,1,Treatment,Younger
89,1,Treatment,Younger
89,1,Control,Younger
89,1,Treatment,Younger
89,1,Control,Younger
89,1,Treatment,Younger
89,1,Treatment,Younger
89,1,Control,Younger
89,1,Control,Younger
89,1,Treatment,Younger
89,1,Control,Younger
89,1,Control,Younger
89,1,Control,Younger
89,1,Control,Younger
89,1,Treatment,Younger
89,1,Treatment,Younger
89,1,Treatment,Younger
89,1,Control,Younger
89,1,Treatment,Younger
89,1,Control,Younger
89,1,Control,Younger
89,1,Treatment,Younger
89,0,Control,Younger
89,1,Treatment,Younger
89,1,Treatment,Younger
89,1,Treatment,Younger
89,1,Treatment,Younger
89,1,Treatment,Younger
89,1,Treatment,Younger
89,1,Control,Younger
89,1,Control,Younger
89,1,Treatment,Younger
89,1,Control,Younger
89,1,Treatment,Younger
89,1,Treatment,Younger
89,1,Control,Younger
89,1,Treatment,Younger
89,1,Treatment,Younger
89,1,Control,Younger
90,1,Treatment,Younger
90,1,Treatment,Younger
90,1,Control,Younger
90,1,Control,Younger
90,1,Treatment,Younger
90,1,Treatment,Younger
90,1,Treatment,Younger
90,0,Treatment,Younger
90,1,Treatment,Younger
90,1,Control,Younger
90,1,Control,Younger
90,1,Control,Younger
90,1,Treatment,Younger
90,1,Control,Younger
90,1,Treatment,Younger
90,1,Control,Younger
90,1,Treatment,Younger
90,1,Control,Younger
90,1,Control,Younger
90,1,Treatment,Younger
90,1,Treatment,Younger
90,1,Control,Younger
90,1,Control,Younger
90,1,Treatment,Younger
90,1,Treatment,Younger
90,1,Control,Younger
90,1,Control,Younger
90,1,Treatment,Younger
90,1,Treatment,Younger
90,1,Control,Younger
90,1,Control,Younger
90,1,Control,Younger
90,1,Control,Younger
90,1,Treatment,Younger
90,1,Treatment,Younger
90,1,Treatment,Younger
90,1,Treatment,Younger
90,1,Control,Younger
90,1,Treatment,Younger
90,1,Treatment,Younger
90,1,Control,Younger
90,1,Treatment,Younger
90,1,Treatment,Younger
90,1,Control,Younger
90,1,Control,Younger
90,1,Treatment,Younger
90,1,Control,Younger
90,1,Treatment,Younger
90,1,Treatment,Younger
90,1,Control,Younger
90,1,Treatment,Younger
90,1,Control,Younger
90,1,Treatment,Younger
90,1,Control,Younger
90,1,Control,Younger
90,1,Control,Younger
90,1,Control,Younger
90,1,Control,Younger
90,1,Treatment,Younger
90,1,Treatment,Younger
90,1,Control,Younger
90,1,Control,Younger
90,1,Control,Younger
90,1,Treatment,Younger
91,1,Control,Younger
91,0,Treatment,Younger
91,1,Treatment,Younger
91,1,Treatment,Younger
91,1,Treatment,Younger
91,1,Control,Younger
91,1,Control,Younger
91,1,Control,Younger
91,1,Treatment,Younger
91,1,Treatment,Younger
91,1,Treatment,Younger
91,1,Control,Younger
91,1,Treatment,Younger
91,1,Treatment,Younger
91,1,Control,Younger
91,1,Treatment,Younger
91,1,Control,Younger
91,1,Control,Younger
91,1,Treatment,Younger
91,1,Treatment,Younger
91,1,Treatment,Younger
91,1,Control,Younger
91,1,Treatment,Younger
91,1,Control,Younger
91,0,Treatment,Younger
91,1,Treatment,Younger
91,1,Treatment,Younger
91,1,Treatment,Younger
91,1,Control,Younger
91,1,Treatment,Younger
91,1,Control,Younger
91,1,Control,Younger
91,1,Control,Younger
91,1,Treatment,Younger
91,1,Treatment,Younger
91,1,Control,Younger
91,1,Control,Younger
91,1,Treatment,Younger
91,1,Control,Younger
91,1,Control,Younger
91,1,Treatment,Younger
91,1,Control,Younger
91,1,Treatment,Younger
91,1,Treatment,Younger
91,1,Control,Younger
91,1,Control,Younger
91,0,Control,Younger
91,1,Treatment,Younger
91,1,Treatment,Younger
91,1,Treatment,Younger
91,1,Control,Younger
91,1,Control,Younger
91,1,Treatment,Younger
91,1,Treatment,Younger
91,1,Control,Younger
91,1,Control,Younger
91,1,Treatment,Younger
91,1,Control,Younger
91,1,Treatment,Younger
91,1,Control,Younger
91,1,Control,Younger
91,1,Control,Younger
91,1,Control,Younger
91,1,Control,Younger
92,1,Control,Younger
92,1,Control,Younger
92,1,Treatment,Younger
92,1,Control,Younger
92,1,Treatment,Younger
92,1,Control,Younger
92,1,Control,Younger
92,1,Treatment,Younger
92,1,Control,Younger
92,1,Treatment,Younger
92,1,Treatment,Younger
92,1,Treatment,Younger
92,1,Control,Younger
92,1,Treatment,Younger
92,1,Treatment,Younger
92,1,Control,Younger
92,1,Treatment,Younger
92,0,Control,Younger
92,1,Control,Younger
92,1,Control,Younger
92,1,Treatment,Younger
92,1,Treatment,Younger
92,1,Treatment,Younger
92,1,Treatment,Younger
92,1,Treatment,Younger
92,1,Treatment,Younger
92,1,Control,Younger
92,1,Treatment,Younger
92,1,Treatment,Younger
92,1,Control,Younger
92,0,Treatment,Younger
92,1,Treatment,Younger
92,1,Treatment,Younger
92,1,Control,Younger
92,1,Control,Younger
92,1,Control,Younger
92,1,Control,Younger
92,1,Treatment,Younger
92,1,Treatment,Younger
92,1,Control,Younger
92,1,Control,Younger
92,1,Control,Younger
92,1,Treatment,Younger
92,1,Treatment,Younger
92,1,Control,Younger
92,0,Control,Younger
92,1,Control,Younger
92,1,Control,Younger
92,1,Treatment,Younger
92,1,Treatment,Younger
92,1,Treatment,Younger
92,1,Control,Younger
92,1,Control,Younger
92,1,Treatment,Younger
92,1,Control,Younger
92,1,Control,Younger
92,1,Control,Younger
92,1,Treatment,Younger
92,1,Control,Younger
92,1,Treatment,Younger
92,1,Treatment,Younger
92,1,Control,Younger
92,0,Treatment,Younger
92,1,Control,Younger
93,1,Treatment,Younger
93,1,Treatment,Younger
93,1,Treatment,Younger
93,1,Treatment,Younger
93,1,Control,Younger
93,1,Control,Younger
93,1,Control,Younger
93,1,Treatment,Younger
93,1,Treatment,Younger
93,1,Treatment,Younger
93,1,Treatment,Younger
93,1,Control,Younger
93,1,Control,Younger
93,1,Control,Younger
93,1,Treatment,Younger
93,1,Treatment,Younger
93,1,Treatment,Younger
93,1,Treatment,Younger
93,1,Treatment,Younger
93,1,Control,Younger
93,1,Control,Younger
93,1,Treatment,Younger
93,1,Control,Younger
93,1,Control,Younger
93,1,Treatment,Younger
93,1,Control,Younger
93,1,Control,Younger
93,1,Control,Younger
93,1,Control,Younger
93,1,Treatment,Younger
93,1,Treatment,Younger
93,1,Control,Younger
93,1,Control,Younger
93,1,Control,Younger
93,1,Treatment,Younger
93,1,Control,Younger
93,1,Treatment,Younger
93,1,Treatment,Younger
93,1,Control,Younger
93,1,Treatment,Younger
93,1,Treatment,Younger
93,1,Treatment,Younger
93,1,Treatment,Younger
93,1,Treatment,Younger
93,1,Control,Younger
93,1,Treatment,Younger
93,1,Treatment,Younger
93,1,Control,Younger
93,1,Control,Younger
93,1,Treatment,Younger
93,1,Treatment,Younger
93,1,Treatment,Younger
93,1,Control,Younger
93,1,Control,Younger
93,1,Control,Younger
93,1,Treatment,Younger
93,1,Control,Younger
93,1,Control,Younger
93,1,Control,Younger
93,1,Control,Younger
93,1,Control,Younger
93,1,Control,Younger
93,1,Treatment,Younger
93,1,Control,Younger
94,1,Control,Younger
94,1,Treatment,Younger
94,1,Control,Younger
94,0,Treatment,Younger
94,1,Control,Younger
94,1,Treatment,Younger
94,1,Control,Younger
94,1,Control,Younger
94,1,Treatment,Younger
94,1,Treatment,Younger
94,1,Treatment,Younger
94,1,Treatment,Younger
94,1,Control,Younger
94,0,Treatment,Younger
94,1,Treatment,Younger
94,1,Treatment,Younger
94,1,Treatment,Younger
94,1,Treatment,Younger
94,1,Control,Younger
94,1,Treatment,Younger
94,1,Treatment,Younger
94,1,Treatment,Younger
94,1,Control,Younger
94,1,Control,Younger
94,1,Control,Younger
94,1,Control,Younger
94,1,Control,Younger
94,1,Control,Younger
94,0,Control,Younger
94,1,Treatment,Younger
94,1,Treatment,Younger
94,1,Treatment,Younger
94,1,Control,Younger
94,1,Control,Younger
94,1,Control,Younger
94,1,Control,Younger
94,1,Control,Younger
94,0,Treatment,Younger
94,0,Control,Younger
94,1,Treatment,Younger
94,1,Treatment,Younger
94,1,Treatment,Younger
94,1,Treatment,Younger
94,1,Treatment,Younger
94,1,Control,Younger
94,1,Control,Younger
94,1,Treatment,Younger
94,1,Control,Younger
94,1,Control,Younger
94,1,Control,Younger
94,1,Treatment,Younger
94,1,Control,Younger
94,1,Control,Younger
94,1,Control,Younger
94,1,Treatment,Younger
94,1,Control,Younger
94,1,Treatment,Younger
94,1,Treatment,Younger
94,1,Control,Younger
94,1,Control,Younger
94,1,Treatment,Younger
94,1,Treatment,Younger
94,0,Treatment,Younger
94,0,Control,Younger
95,1,Treatment,Younger
95,1,Control,Younger
95,1,Control,Younger
95,1,Treatment,Younger
95,1,Control,Younger
95,1,Control,Younger
95,0,Treatment,Younger
95,1,Control,Younger
95,0,Control,Younger
95,1,Control,Younger
95,1,Control,Younger
95,0,Treatment,Younger
95,0,Control,Younger
95,0,Treatment,Younger
95,0,Control,Younger
95,1,Control,Younger
95,0,Control,Younger
95,1,Treatment,Younger
95,1,Treatment,Younger
95,0,Treatment,Younger
95,1,Treatment,Younger
95,0,Control,Younger
95,0,Control,Younger
95,1,Control,Younger
95,1,Treatment,Younger
95,1,Control,Younger
95,1,Treatment,Younger
95,1,Treatment,Younger
95,1,Treatment,Younger
95,0,Treatment,Younger
95,0,Treatment,Younger
95,1,Treatment,Younger
95,1,Control,Younger
95,1,Treatment,Younger
95,1,Control,Younger
95,1,Treatment,Younger
95,1,Treatment,Younger
95,1,Control,Younger
95,1,Treatment,Younger
95,1,Treatment,Younger
95,0,Control,Younger
95,1,Treatment,Younger
95,1,Treatment,Younger
95,0,Treatment,Younger
95,1,Control,Younger
95,1,Control,Younger
95,1,Control,Younger
95,1,Control,Younger
95,0,Treatment,Younger
95,0,Treatment,Younger
95,1,Treatment,Younger
95,1,Treatment,Younger
95,1,Control,Younger
95,1,Control,Younger
95,1,Control,Younger
95,1,Treatment,Younger
95,0,Control,Younger
95,1,Control,Younger
95,1,Treatment,Younger
95,1,Treatment,Younger
95,1,Control,Younger
95,1,Control,Younger
95,1,Control,Younger
95,1,Treatment,Younger
96,1,Control,Younger
96,1,Treatment,Younger
96,1,Treatment,Younger
96,1,Control,Younger
96,0,Treatment,Younger
96,1,Control,Younger
96,1,Control,Younger
96,1,Treatment,Younger
96,1,Control,Younger
96,1,Control,Younger
96,1,Control,Younger
96,1,Treatment,Younger
96,1,Control,Younger
96,1,Control,Younger
96,1,Control,Younger
96,1,Control,Younger
96,1,Treatment,Younger
96,0,Treatment,Younger
96,1,Treatment,Younger
96,1,Treatment,Younger
96,1,Control,Younger
96,1,Control,Younger
96,1,Treatment,Younger
96,1,Treatment,Younger
96,1,Control,Younger
96,1,Control,Younger
96,1,Control,Younger
96,1,Control,Younger
96,1,Control,Younger
96,1,Treatment,Younger
96,1,Control,Younger
96,1,Control,Younger
96,1,Control,Younger
96,1,Treatment,Younger
96,0,Treatment,Younger
96,1,Control,Younger
96,0,Control,Younger
96,0,Control,Younger
96,1,Control,Younger
96,1,Treatment,Younger
96,0,Treatment,Younger
96,1,Treatment,Younger
96,1,Control,Younger
96,1,Treatment,Younger
96,1,Treatment,Younger
96,0,Treatment,Younger
96,1,Treatment,Younger
96,1,Control,Younger
96,1,Treatment,Younger
96,1,Treatment,Younger
96,1,Control,Younger
96,1,Treatment,Younger
96,1,Control,Younger
96,1,Control,Younger
96,1,Treatment,Younger
96,1,Control,Younger
96,1,Treatment,Younger
96,1,Treatment,Younger
96,1,Control,Younger
96,1,Treatment,Younger
