Subject,Accuracy,Time of Day,Treatment Condition
10,1,Morning,Treatment
10,1,Morning,Control
10,1,Morning,Control
10,1,Morning,Treatment
10,1,Morning,Treatment
10,0,Morning,Control
10,1,Night,Treatment
10,0,Night,Treatment
10,0,Night,Control
10,1,Night,Control
10,1,Night,Treatment
10,1,Night,Treatment
10,1,Night,Treatment
10,1,Night,Control
10,1,Night,Control
10,1,Night,Control
10,1,Night,Control
10,1,Night,Treatment
10,1,Night,Treatment
10,0,Night,Treatment
10,1,Night,Treatment
10,1,Night,Control
10,1,Night,Control
10,0,Night,Treatment
10,1,Night,Treatment
10,1,Night,Control
10,1,Night,Control
10,1,Night,Control
10,1,Night,Control
10,1,Night,Treatment
10,1,Night,Control
10,1,Night,Control
10,1,Night,Control
10,1,Night,Control
10,1,Night,Control
10,0,Night,Treatment
10,1,Night,Control
10,1,Night,Treatment
10,1,Night,Treatment
10,1,Night,Treatment
10,1,Night,Control
10,1,Night,Control
10,1,Night,Control
10,1,Night,Control
10,1,Night,Treatment
10,1,Night,Treatment
10,1,Night,Control
10,1,Night,Control
10,1,Night,Control
10,1,Night,Treatment
10,1,Night,Control
10,1,Night,Treatment
10,1,Night,Treatment
10,1,Night,Control
10,0,Night,Treatment
10,1,Night,Control
10,1,Night,Treatment
10,0,Night,Treatment
10,1,Night,Treatment
10,0,Night,Control
10,1,Night,Treatment
10,1,Night,Treatment
10,1,Night,Treatment
10,1,Night,Treatment
10,0,Night,Treatment
10,0,Night,Treatment
10,0,Night,Control
10,1,Night,Control
10,1,Night,Control
10,1,Night,Treatment
11,1,Morning,Treatment
11,1,Morning,Treatment
11,1,Morning,Treatment
11,1,Morning,Treatment
11,1,Morning,Treatment
11,1,Morning,Treatment
11,1,Morning,Treatment
11,0,Morning,Control
11,1,Morning,Treatment
11,1,Morning,Treatment
11,1,Morning,Treatment
11,1,Morning,Control
11,0,Morning,Control
11,1,Morning,Control
11,1,Morning,Control
11,1,Morning,Treatment
11,1,Morning,Control
11,1,Morning,Control
11,1,Morning,Treatment
11,1,Morning,Control
11,1,Morning,Control
11,1,Morning,Treatment
11,1,Morning,Control
11,1,Morning,Treatment
11,1,Morning,Control
11,0,Morning,Treatment
11,1,Morning,Control
11,1,Morning,Control
11,1,Morning,Treatment
11,1,Morning,Treatment
11,1,Morning,Treatment
11,1,Morning,Treatment
11,1,Morning,Treatment
11,1,Morning,Treatment
11,0,Morning,Control
11,1,Morning,Control
11,1,Morning,Treatment
11,1,Morning,Control
11,0,Morning,Treatment
11,0,Morning,Treatment
11,1,Morning,Treatment
11,1,Morning,Control
11,0,Morning,Control
11,1,Morning,Control
11,1,Morning,Control
11,1,Morning,Treatment
11,1,Morning,Control
11,0,Morning,Control
11,1,Morning,Treatment
11,1,Morning,Treatment
11,1,Morning,Control
11,0,Morning,Control
11,1,Morning,Treatment
11,1,Morning,Control
11,1,Morning,Control
11,1,Morning,Control
11,1,Morning,Control
11,1,Morning,Control
11,1,Morning,Control
11,1,Morning,Treatment
11,1,Morning,Treatment
11,0,Morning,Control
11,1,Morning,Treatment
11,0,Morning,Control
11,1,Night,Treatment
11,1,Night,Control
11,1,Night,Control
11,1,Night,Treatment
11,1,Night,Treatment
11,1,Night,Control
11,1,Night,Control
11,1,Night,Treatment
11,1,Night,Treatment
11,1,Night,Treatment
11,1,Night,Control
11,1,Night,Control
11,1,Night,Treatment
11,1,Night,Control
11,1,Night,Treatment
11,1,Night,Control
11,1,Night,Control
11,1,Night,Control
11,1,Night,Treatment
11,1,Night,Control
11,1,Night,Treatment
11,1,Night,Treatment
11,1,Night,Treatment
11,1,Night,Control
11,1,Night,Treatment
11,1,Night,Treatment
11,1,Night,Control
11,1,Night,Control
11,1,Night,Treatment
11,1,Night,Control
11,1,Night,Control
11,1,Night,Control
11,1,Night,Control
11,1,Night,Control
11,1,Night,Treatment
11,0,Night,Treatment
11,1,Night,Treatment
11,1,Night,Treatment
11,1,Night,Control
11,1,Night,Treatment
11,1,Night,Control
11,1,Night,Treatment
11,1,Night,Treatment
11,1,Night,Treatment
11,1,Night,Control
11,1,Night,Treatment
11,1,Night,Treatment
11,1,Night,Control
11,1,Night,Control
11,1,Night,Control
11,0,Night,Treatment
11,1,Night,Treatment
11,1,Night,Treatment
11,1,Night,Treatment
11,1,Night,Control
11,1,Night,Control
11,1,Night,Control
11,1,Night,Treatment
11,1,Night,Control
11,1,Night,Treatment
11,1,Night,Treatment
11,1,Night,Control
11,1,Night,Control
11,1,Night,Control
12,1,Morning,Control
12,1,Morning,Treatment
12,1,Morning,Control
12,0,Morning,Control
12,1,Morning,Treatment
12,1,Morning,Control
12,1,Morning,Treatment
12,0,Morning,Control
12,0,Morning,Control
12,1,Morning,Treatment
12,1,Morning,Treatment
12,0,Morning,Treatment
12,1,Morning,Treatment
12,1,Morning,Treatment
12,1,Morning,Treatment
12,0,Morning,Control
12,0,Morning,Control
12,0,Morning,Treatment
12,1,Morning,Control
12,0,Morning,Control
12,1,Morning,Control
12,0,Morning,Treatment
12,1,Morning,Control
12,1,Morning,Control
12,1,Morning,Control
12,0,Morning,Treatment
12,0,Morning,Treatment
12,1,Morning,Treatment
12,1,Morning,Treatment
12,1,Morning,Treatment
12,0,Morning,Treatment
12,1,Morning,Treatment
12,1,Morning,Treatment
12,1,Morning,Control
12,1,Morning,Treatment
12,0,Morning,Control
12,1,Morning,Treatment
12,1,Morning,Treatment
12,1,Morning,Control
12,0,Morning,Control
12,0,Morning,Treatment
12,1,Morning,Control
12,1,Morning,Treatment
12,1,Morning,Control
12,1,Morning,Control
12,1,Morning,Control
12,1,Morning,Treatment
12,1,Morning,Control
12,0,Morning,Control
12,1,Morning,Treatment
12,1,Morning,Treatment
12,1,Morning,Control
12,0,Morning,Treatment
12,1,Morning,Control
12,1,Morning,Control
12,1,Morning,Treatment
12,1,Morning,Control
12,1,Morning,Control
12,1,Morning,Control
12,1,Morning,Control
12,1,Morning,Treatment
12,1,Morning,Control
12,0,Morning,Treatment
12,1,Morning,Treatment
12,1,Night,Treatment
12,1,Night,Control
12,1,Night,Treatment
12,0,Night,Control
12,0,Night,Treatment
12,1,Night,Control
12,1,Night,Treatment
12,1,Night,Treatment
12,1,Night,Treatment
12,1,Night,Treatment
12,1,Night,Control
12,1,Night,Control
12,0,Night,Treatment
12,1,Night,Control
12,0,Night,Treatment
12,0,Night,Treatment
12,1,Night,Control
12,1,Night,Treatment
12,0,Night,Control
12,1,Night,Treatment
12,1,Night,Treatment
12,1,Night,Control
12,1,Night,Treatment
12,1,Night,Control
12,1,Night,Treatment
12,0,Night,Treatment
12,1,Night,Control
12,0,Night,Control
12,0,Night,Control
12,1,Night,Control
12,0,Night,Control
12,1,Night,Control
12,1,Night,Control
12,1,Night,Treatment
12,0,Night,Treatment
12,1,Night,Treatment
12,1,Night,Control
12,1,Night,Control
12,1,Night,Treatment
12,1,Night,Control
12,1,Night,Treatment
12,1,Night,Control
12,1,Night,Treatment
12,1,Night,Treatment
12,1,Night,Treatment
12,1,Night,Control
12,1,Night,Control
12,1,Night,Control
12,1,Night,Control
12,1,Night,Treatment
12,1,Night,Control
12,1,Night,Control
12,0,Night,Treatment
12,1,Night,Treatment
12,1,Night,Treatment
12,1,Night,Treatment
12,0,Night,Treatment
12,1,Night,Control
12,1,Night,Control
12,1,Night,Treatment
12,0,Night,Control
12,0,Night,Control
12,0,Night,Treatment
12,1,Night,Control
13,1,Morning,Treatment
13,1,Morning,Control
13,1,Morning,Treatment
13,1,Morning,Treatment
13,1,Morning,Control
13,1,Morning,Control
13,1,Morning,Control
13,1,Morning,Control
13,1,Morning,Treatment
13,1,Morning,Control
13,1,Morning,Control
13,1,Morning,Treatment
13,1,Morning,Treatment
13,1,Morning,Treatment
13,0,Morning,Control
13,0,Morning,Control
13,1,Morning,Treatment
13,1,Morning,Control
13,1,Morning,Control
13,1,Morning,Control
13,1,Morning,Treatment
13,1,Morning,Treatment
13,1,Morning,Treatment
13,1,Morning,Control
13,1,Morning,Control
13,1,Morning,Treatment
13,1,Morning,Treatment
13,1,Morning,Treatment
13,1,Morning,Treatment
13,1,Morning,Control
13,1,Morning,Treatment
13,1,Morning,Treatment
13,0,Morning,Treatment
13,1,Morning,Control
13,1,Morning,Treatment
13,1,Morning,Treatment
13,1,Morning,Control
13,1,Morning,Treatment
13,1,Morning,Control
13,0,Morning,Control
13,1,Morning,Control
13,1,Morning,Control
13,1,Morning,Control
13,1,Morning,Treatment
13,1,Morning,Treatment
13,1,Morning,Treatment
13,1,Morning,Control
13,1,Morning,Treatment
13,1,Morning,Control
13,1,Morning,Treatment
13,1,Morning,Control
13,1,Morning,Control
13,1,Morning,Treatment
13,0,Morning,Control
13,1,Morning,Control
13,1,Morning,Treatment
13,0,Morning,Treatment
13,1,Morning,Treatment
13,1,Morning,Control
13,1,Morning,Treatment
13,0,Morning,Control
13,1,Morning,Control
13,0,Morning,Control
13,1,Morning,Treatment
13,1,Night,Treatment
13,1,Night,Control
13,1,Night,Control
13,1,Night,Control
13,1,Night,Control
13,1,Night,Treatment
13,1,Night,Treatment
13,0,Night,Treatment
13,1,Night,Control
13,1,Night,Control
13,1,Night,Control
13,1,Night,Control
13,0,Night,Control
13,1,Night,Treatment
13,1,Night,Treatment
13,1,Night,Treatment
13,1,Night,Control
13,1,Night,Control
13,1,Night,Control
13,1,Night,Treatment
13,1,Night,Control
13,1,Night,Treatment
13,1,Night,Control
13,1,Night,Treatment
13,1,Night,Treatment
13,1,Night,Control
13,1,Night,Treatment
13,1,Night,Treatment
13,1,Night,Control
13,1,Night,Control
13,1,Night,Treatment
13,1,Night,Treatment
13,1,Night,Control
13,0,Night,Treatment
13,1,Night,Control
13,1,Night,Treatment
13,1,Night,Treatment
13,1,Night,Treatment
13,1,Night,Control
13,1,Night,Treatment
13,1,Night,Treatment
13,1,Night,Treatment
13,1,Night,Control
13,1,Night,Control
13,1,Night,Control
13,1,Night,Control
13,1,Night,Treatment
13,1,Night,Treatment
13,1,Night,Treatment
13,1,Night,Control
13,1,Night,Control
13,1,Night,Control
13,1,Night,Treatment
13,0,Night,Treatment
13,1,Night,Treatment
13,1,Night,Control
13,1,Night,Control
13,1,Night,Treatment
13,1,Night,Treatment
13,1,Night,Control
13,1,Night,Treatment
13,1,Night,Treatment
13,1,Night,Control
13,1,Night,Control
14,1,Morning,Control
14,1,Morning,Treatment
14,1,Morning,Treatment
14,1,Morning,Treatment
14,1,Morning,Treatment
14,1,Morning,Control
14,1,Morning,Control
14,1,Morning,Control
14,1,Morning,Control
14,1,Morning,Treatment
14,1,Morning,Treatment
14,1,Morning,Treatment
14,1,Morning,Treatment
14,1,Morning,Treatment
14,1,Morning,Control
14,1,Morning,Control
14,1,Morning,Treatment
14,1,Morning,Treatment
14,1,Morning,Treatment
14,1,Morning,Treatment
14,1,Morning,Treatment
14,1,Morning,Control
14,1,Morning,Control
14,1,Morning,Control
14,1,Morning,Treatment
14,1,Morning,Treatment
14,1,Morning,Treatment
14,1,Morning,Control
14,1,Morning,Treatment
14,1,Morning,Treatment
14,1,Morning,Treatment
14,1,Morning,Treatment
14,1,Morning,Control
14,1,Morning,Control
14,1,Morning,Control
14,1,Morning,Control
14,1,Morning,Control
14,1,Morning,Control
14,1,Morning,Treatment
14,1,Morning,Control
14,1,Morning,Control
14,1,Morning,Treatment
14,1,Morning,Control
14,1,Morning,Control
14,1,Morning,Treatment
14,1,Morning,Control
14,1,Morning,Treatment
14,1,Morning,Treatment
14,1,Morning,Control
14,1,Morning,Treatment
14,1,Morning,Control
14,1,Morning,Treatment
14,1,Morning,Control
14,1,Morning,Control
14,1,Morning,Treatment
14,1,Morning,Control
14,1,Morning,Treatment
14,1,Morning,Control
14,1,Morning,Control
14,1,Morning,Control
14,1,Morning,Treatment
14,1,Morning,Control
14,1,Morning,Treatment
14,1,Morning,Control
14,1,Night,Treatment
14,0,Night,Treatment
14,1,Night,Treatment
14,1,Night,Treatment
14,1,Night,Control
14,1,Night,Control
14,1,Night,Treatment
14,1,Night,Control
14,1,Night,Treatment
14,1,Night,Treatment
14,1,Night,Treatment
14,1,Night,Control
14,1,Night,Control
14,1,Night,Treatment
14,1,Night,Control
14,1,Night,Control
14,1,Night,Treatment
14,1,Night,Control
14,1,Night,Treatment
14,1,Night,Treatment
14,1,Night,Treatment
14,1,Night,Control
14,1,Night,Control
14,1,Night,Treatment
14,1,Night,Control
14,1,Night,Treatment
14,1,Night,Control
14,1,Night,Treatment
14,1,Night,Control
14,1,Night,Treatment
14,1,Night,Control
14,1,Night,Control
14,0,Night,Control
14,1,Night,Treatment
14,1,Night,Control
14,1,Night,Control
14,1,Night,Control
14,1,Night,Treatment
14,1,Night,Treatment
14,1,Night,Control
14,1,Night,Treatment
14,1,Night,Control
14,1,Night,Control
14,1,Night,Control
14,1,Night,Control
14,1,Night,Treatment
14,1,Night,Treatment
14,1,Night,Control
14,1,Night,Treatment
14,1,Night,Control
14,1,Night,Treatment
14,1,Night,Treatment
14,1,Night,Control
14,1,Night,Control
14,1,Night,Control
14,1,Night,Treatment
14,1,Night,Treatment
14,1,Night,Treatment
14,1,Night,Treatment
14,1,Night,Control
14,1,Night,Treatment
14,1,Night,Control
14,1,Night,Treatment
14,1,Night,Control
15,1,Morning,Treatment
15,1,Morning,Control
15,1,Morning,Treatment
15,1,Morning,Treatment
15,1,Morning,Control
15,1,Morning,Control
15,1,Morning,Control
15,1,Morning,Treatment
15,0,Morning,Treatment
15,1,Morning,Treatment
15,1,Morning,Control
15,0,Morning,Treatment
15,0,Morning,Control
15,1,Morning,Treatment
15,1,Morning,Treatment
15,1,Morning,Treatment
15,1,Morning,Treatment
15,1,Morning,Control
15,1,Morning,Control
15,1,Morning,Control
15,1,Morning,Treatment
15,1,Morning,Treatment
15,0,Morning,Control
15,1,Morning,Control
15,1,Morning,Control
15,1,Morning,Treatment
15,1,Morning,Control
15,1,Morning,Treatment
15,0,Morning,Control
15,0,Morning,Control
15,1,Morning,Treatment
15,1,Morning,Treatment
15,1,Morning,Treatment
15,1,Morning,Treatment
15,1,Morning,Control
15,1,Morning,Control
15,1,Morning,Control
15,1,Morning,Control
15,1,Morning,Treatment
15,1,Morning,Control
15,1,Morning,Control
15,1,Morning,Control
15,0,Morning,Treatment
15,1,Morning,Treatment
15,0,Morning,Control
15,1,Morning,Treatment
15,1,Morning,Treatment
15,1,Morning,Control
15,1,Morning,Treatment
15,1,Morning,Control
15,1,Morning,Control
15,0,Morning,Control
15,1,Morning,Control
15,1,Morning,Treatment
15,1,Morning,Control
15,1,Morning,Control
15,1,Morning,Treatment
15,1,Morning,Treatment
15,1,Morning,Treatment
15,0,Morning,Treatment
15,1,Morning,Treatment
15,1,Morning,Control
15,1,Morning,Treatment
15,1,Morning,Control
15,1,Night,Treatment
15,1,Night,Treatment
15,0,Night,Control
15,1,Night,Control
15,0,Night,Treatment
15,1,Night,Treatment
15,1,Night,Control
15,1,Night,Treatment
15,1,Night,Treatment
15,1,Night,Treatment
15,1,Night,Treatment
15,1,Night,Treatment
15,1,Night,Control
15,1,Night,Treatment
15,1,Night,Treatment
15,1,Night,Treatment
15,1,Night,Control
15,1,Night,Control
15,1,Night,Treatment
15,1,Night,Control
15,0,Night,Control
15,0,Night,Control
15,0,Night,Treatment
15,1,Night,Treatment
15,1,Night,Treatment
15,1,Night,Control
15,1,Night,Control
15,1,Night,Control
15,1,Night,Treatment
15,1,Night,Control
15,1,Night,Treatment
15,1,Night,Control
15,1,Night,Treatment
15,1,Night,Control
15,1,Night,Treatment
15,1,Night,Control
15,1,Night,Treatment
15,1,Night,Control
15,1,Night,Treatment
15,1,Night,Treatment
15,1,Night,Treatment
15,1,Night,Control
15,1,Night,Control
15,1,Night,Treatment
15,1,Night,Treatment
15,1,Night,Control
15,1,Night,Control
15,0,Night,Treatment
15,1,Night,Control
15,1,Night,Control
15,1,Night,Control
15,1,Night,Control
15,1,Night,Treatment
15,1,Night,Control
15,1,Night,Treatment
15,1,Night,Control
15,0,Night,Control
15,1,Night,Control
15,0,Night,Treatment
15,1,Night,Treatment
15,1,Night,Control
15,1,Night,Control
15,1,Night,Treatment
15,1,Night,Control
16,1,Morning,Control
16,0,Morning,Treatment
16,1,Morning,Treatment
16,0,Morning,Treatment
16,1,Morning,Treatment
16,1,Morning,Treatment
16,1,Morning,Treatment
16,1,Morning,Treatment
16,1,Morning,Treatment
16,0,Morning,Control
16,1,Morning,Control
16,1,Morning,Treatment
16,1,Morning,Control
16,1,Morning,Control
16,1,Morning,Treatment
16,1,Morning,Control
16,1,Morning,Control
16,1,Morning,Control
16,1,Morning,Treatment
16,1,Morning,Control
16,1,Morning,Treatment
16,1,Morning,Control
16,0,Morning,Treatment
16,1,Morning,Control
16,1,Morning,Treatment
16,1,Morning,Treatment
16,1,Morning,Control
16,1,Morning,Control
16,0,Morning,Treatment
16,1,Morning,Control
16,1,Morning,Control
16,1,Morning,Control
16,1,Morning,Treatment
16,1,Morning,Treatment
16,1,Morning,Treatment
16,1,Morning,Treatment
16,1,Morning,Control
16,1,Morning,Treatment
16,1,Morning,Treatment
16,1,Morning,Treatment
16,1,Morning,Control
16,1,Morning,Treatment
16,1,Morning,Treatment
16,1,Morning,Treatment
16,1,Morning,Treatment
16,1,Morning,Treatment
16,0,Morning,Control
16,1,Morning,Control
16,1,Morning,Control
16,0,Morning,Treatment
16,0,Morning,Control
16,1,Morning,Control
16,1,Morning,Treatment
16,1,Morning,Control
16,1,Morning,Control
16,0,Morning,Control
16,1,Morning,Treatment
16,1,Morning,Control
16,1,Morning,Control
16,1,Morning,Control
16,1,Morning,Treatment
16,0,Morning,Control
16,0,Morning,Control
16,1,Morning,Control
16,0,Night,Control
16,1,Night,Treatment
16,1,Night,Treatment
16,1,Night,Control
16,1,Night,Treatment
16,1,Night,Treatment
16,1,Night,Treatment
16,1,Night,Control
16,0,Night,Treatment
16,1,Night,Treatment
16,1,Night,Treatment
16,1,Night,Treatment
16,1,Night,Control
16,1,Night,Treatment
16,1,Night,Treatment
16,1,Night,Control
16,1,Night,Control
16,1,Night,Control
16,0,Night,Treatment
16,1,Night,Treatment
16,1,Night,Treatment
16,1,Night,Control
16,1,Night,Control
16,1,Night,Control
16,1,Night,Control
16,1,Night,Treatment
16,1,Night,Treatment
16,1,Night,Control
16,1,Night,Control
16,1,Night,Treatment
16,1,Night,Treatment
16,1,Night,Control
16,1,Night,Treatment
16,1,Night,Treatment
16,1,Night,Control
16,1,Night,Treatment
16,1,Night,Treatment
16,1,Night,Control
16,1,Night,Treatment
16,0,Night,Control
16,1,Night,Control
16,1,Night,Treatment
16,1,Night,Treatment
16,1,Night,Treatment
16,1,Night,Control
16,0,Night,Control
16,0,Night,Control
16,1,Night,Control
16,1,Night,Treatment
16,1,Night,Treatment
16,1,Night,Control
16,0,Night,Control
16,0,Night,Control
16,0,Night,Control
16,1,Night,Control
16,1,Night,Control
16,1,Night,Control
16,1,Night,Control
16,1,Night,Control
16,1,Night,Treatment
16,1,Night,Control
16,1,Night,Treatment
16,1,Night,Treatment
16,1,Night,Treatment
17,1,Morning,Treatment
17,1,Morning,Treatment
17,0,Morning,Control
17,1,Morning,Treatment
17,1,Morning,Control
17,0,Morning,Treatment
17,1,Morning,Control
17,1,Morning,Control
17,1,Morning,Control
17,1,Morning,Control
17,1,Morning,Control
17,0,Morning,Treatment
17,1,Morning,Control
17,1,Morning,Treatment
17,0,Morning,Treatment
17,0,Morning,Treatment
17,1,Morning,Control
17,1,Morning,Treatment
17,1,Morning,Control
17,1,Morning,Treatment
17,0,Morning,Control
17,1,Morning,Treatment
17,1,Morning,Control
17,1,Morning,Control
17,1,Morning,Treatment
17,0,Morning,Treatment
17,1,Morning,Treatment
17,1,Morning,Treatment
17,1,Morning,Control
17,1,Morning,Treatment
17,1,Morning,Control
17,1,Morning,Treatment
17,1,Morning,Control
17,1,Morning,Control
17,1,Morning,Control
17,0,Morning,Control
17,1,Morning,Treatment
17,0,Morning,Treatment
17,1,Morning,Control
17,0,Morning,Control
17,1,Morning,Treatment
17,0,Morning,Control
17,1,Morning,Control
17,1,Morning,Treatment
17,1,Morning,Control
17,0,Morning,Treatment
